id,file,text
56,./data/train/FBAS0/SX217.WAV.wav,How permanent are their records?
57,./data/train/FBAS0/SX307.WAV.wav,The meeting is now adjourned.
58,./data/train/FBAS0/SX37.WAV.wav,Critical equipment needs proper maintenance.
59,./data/train/FBAS0/SX397.WAV.wav,Tim takes Sheila to see movies twice a week.
60,./data/train/FBCG1/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
61,./data/train/FBCG1/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
62,./data/train/FBCG1/SI1612.WAV.wav,They've never met
63,./data/train/FBCG1/SI2242.WAV.wav,Twenty-two or twenty-three.
64,./data/train/FBCG1/SI982.WAV.wav,Tetanus could be avoided by pouring warm turpentine over a wound.
65,./data/train/FBCG1/SX172.WAV.wav,The triumphant warrior exhibited naive heroism.
66,./data/train/FBCG1/SX262.WAV.wav,Can the agency overthrow alien forces?
67,./data/train/FBCG1/SX352.WAV.wav,According to my interpretation of the problem
68,./data/train/FBCG1/SX442.WAV.wav,Suburban housewives often suffer from the gab habit.
69,./data/train/FBCG1/SX82.WAV.wav,Good service should be rewarded by big tips.
70,./data/train/FBCH0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
71,./data/train/FBCH0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
72,./data/train/FBCH0/SI1586.WAV.wav,Your voice is delightful
73,./data/train/FBCH0/SI956.WAV.wav,Turbulent tides rose as much as fifty feet.
74,./data/train/FBCH0/SI959.WAV.wav,Sometimes soldiers wrote letters while bullets were whizzing about their heads.
75,./data/train/FBCH0/SX146.WAV.wav,Cyclical programs will never compile.
76,./data/train/FBCH0/SX236.WAV.wav,Clear pronunciation is appreciated.
77,./data/train/FBCH0/SX326.WAV.wav,Steve collects rare and novel coins.
78,./data/train/FBCH0/SX416.WAV.wav,A huge power outage rarely occurs.
79,./data/train/FBCH0/SX56.WAV.wav,Academic aptitude guarantees your diploma.
80,./data/train/FBJL0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
81,./data/train/FBJL0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
82,./data/train/FBJL0/SI1552.WAV.wav,Outside
83,./data/train/FBJL0/SI2182.WAV.wav,Naturally curly hair runs in my family.
84,./data/train/FBJL0/SI922.WAV.wav,In tradition and in poetry
85,./data/train/FBJL0/SX112.WAV.wav,Tugboats are capable of hauling huge loads.
86,./data/train/FBJL0/SX202.WAV.wav,How much allowance do you get?
87,./data/train/FBJL0/SX22.WAV.wav,When all else fails
88,./data/train/FBJL0/SX292.WAV.wav,These exclusive documents must be locked up at all times.
89,./data/train/FBJL0/SX382.WAV.wav,George is paranoid about a future gas shortage.
90,./data/train/FBLV0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
91,./data/train/FBLV0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
92,./data/train/FBLV0/SI1058.WAV.wav,Readiness exercises are almost continuous.
93,./data/train/FBLV0/SI1688.WAV.wav,Something else distracted him
94,./data/train/FBLV0/SI2318.WAV.wav,"Don't they still call you ""Junior"""
95,./data/train/FBLV0/SX158.WAV.wav,The drunkard is a social outcast.
96,./data/train/FBLV0/SX248.WAV.wav,Reading in poor light gives you eyestrain.
97,./data/train/FBLV0/SX338.WAV.wav,The dark
98,./data/train/FBLV0/SX428.WAV.wav,A crab challenged me
99,./data/train/FBLV0/SX68.WAV.wav,Upgrade your status to reflect your wealth.
100,./data/train/FBMH0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
101,./data/train/FBMH0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
102,./data/train/FBMH0/SI1136.WAV.wav,We scour literature for them; here we find stored the wisdom of great minds.
103,./data/train/FBMH0/SI1766.WAV.wav,We have better rooms vacant now
104,./data/train/FBMH0/SI970.WAV.wav,We flew in rickety planes so overloaded that we wondered why they didn't crash.
105,./data/train/FBMH0/SX146.WAV.wav,Cyclical programs will never compile.
106,./data/train/FBMH0/SX236.WAV.wav,Clear pronunciation is appreciated.
107,./data/train/FBMH0/SX326.WAV.wav,Steve collects rare and novel coins.
108,./data/train/FBMH0/SX416.WAV.wav,A huge power outage rarely occurs.
109,./data/train/FBMH0/SX56.WAV.wav,Academic aptitude guarantees your diploma.
110,./data/train/FBMJ0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
111,./data/train/FBMJ0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
112,./data/train/FBMJ0/SI1776.WAV.wav,Afraid you'll lose your job if you don't keep your mouth shut?
113,./data/train/FBMJ0/SI516.WAV.wav,Some observers speculated that this might be his revenge on his home town.
114,./data/train/FBMJ0/SI815.WAV.wav,Push back up and repeat.
115,./data/train/FBMJ0/SX156.WAV.wav,Our experiment's positive outcome was unexpected.
116,./data/train/FBMJ0/SX246.WAV.wav,How ancient is this subway escalator?
117,./data/train/FBMJ0/SX336.WAV.wav,Rob made Hungarian goulash for dinner and gooseberry pie for dessert.
118,./data/train/FBMJ0/SX426.WAV.wav,A moth zig-zagged along the path through Otto's garden.
119,./data/train/FBMJ0/SX66.WAV.wav,We got drenched from the uninterrupted rain.
120,./data/train/FCAG0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
121,./data/train/FCAG0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
122,./data/train/FCAG0/SI1503.WAV.wav,By the look of him he wasn't that far gone.
123,./data/train/FCAG0/SI1641.WAV.wav,Were you in love with that girl?
124,./data/train/FCAG0/SI2133.WAV.wav,Here they did not need to be in ghettos.
125,./data/train/FCAG0/SX153.WAV.wav,Scholastic aptitude is judged by standardized tests.
126,./data/train/FCAG0/SX243.WAV.wav,They all agree that the essay is barely intelligible.
127,./data/train/FCAG0/SX333.WAV.wav,An adult male baboon's teeth are not suitable for eating shellfish.
128,./data/train/FCAG0/SX423.WAV.wav,Smash lightbulbs and their cash value will diminish to nothing.
129,./data/train/FCAG0/SX63.WAV.wav,Continental drift is a geological theory.
130,./data/train/FCAJ0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
131,./data/train/FCAJ0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
132,./data/train/FCAJ0/SI1479.WAV.wav,Have you got enough blankets?
133,./data/train/FCAJ0/SI1804.WAV.wav,It had gone like clockwork.
134,./data/train/FCAJ0/SI849.WAV.wav,Would a camera club be useful in taking pictures pertinent to plant safety?
135,./data/train/FCAJ0/SX129.WAV.wav,Angora cats are furrier than Siamese.
136,./data/train/FCAJ0/SX219.WAV.wav,Nonprofit organizations have frequent fund raisers.
137,./data/train/FCAJ0/SX309.WAV.wav,The proof that you are seeking is not available in books.
138,./data/train/FCAJ0/SX39.WAV.wav,Barb's gold bracelet was a graduation present.
139,./data/train/FCAJ0/SX399.WAV.wav,They assume no burglar will ever enter here.
140,./data/train/FCDR1/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
141,./data/train/FCDR1/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
142,./data/train/FCDR1/SI1186.WAV.wav,Questions came to me from all sides about my world citizenship activities.
143,./data/train/FCDR1/SI1816.WAV.wav,Anyhow
144,./data/train/FCDR1/SI556.WAV.wav,We did not accept the diagnosis at once
145,./data/train/FCDR1/SX106.WAV.wav,A huge tapestry hung in her hallway.
146,./data/train/FCDR1/SX16.WAV.wav,A roll of wire lay near the wall.
147,./data/train/FCDR1/SX196.WAV.wav,How do oysters make pearls?
148,./data/train/FCDR1/SX286.WAV.wav,In every major cloverleaf
149,./data/train/FCDR1/SX376.WAV.wav,Women may never become completely equal to men.
150,./data/train/FCEG0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
151,./data/train/FCEG0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
152,./data/train/FCEG0/SI1248.WAV.wav,The trouble is that like many symbols it doesn't seem a very realistic one.
153,./data/train/FCEG0/SI1878.WAV.wav,You'll have to try it alone.
154,./data/train/FCEG0/SI618.WAV.wav,He talked about unauthentic storylines too.
155,./data/train/FCEG0/SX168.WAV.wav,Who took the kayak down the bayou?
156,./data/train/FCEG0/SX258.WAV.wav,The essay undeniably reflects our view ably.
157,./data/train/FCEG0/SX348.WAV.wav,I'll have a scoop of that exotic purple and turquoise sherbet.
158,./data/train/FCEG0/SX438.WAV.wav,Shell shock caused by shrapnel is sometimes cured through group therapy.
159,./data/train/FCEG0/SX78.WAV.wav,Doctors prescribe drugs too freely.
160,./data/train/FCJF0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
161,./data/train/FCJF0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
162,./data/train/FCJF0/SI1027.WAV.wav,Even then
163,./data/train/FCJF0/SI1657.WAV.wav,Or borrow some money from someone and go home by bus?
164,./data/train/FCJF0/SI648.WAV.wav,A sailboat may have a bone in her teeth one minute and lie becalmed the next.
165,./data/train/FCJF0/SX127.WAV.wav,The emperor had a mean temper.
166,./data/train/FCJF0/SX217.WAV.wav,How permanent are their records?
167,./data/train/FCJF0/SX307.WAV.wav,The meeting is now adjourned.
168,./data/train/FCJF0/SX37.WAV.wav,Critical equipment needs proper maintenance.
169,./data/train/FCJF0/SX397.WAV.wav,Tim takes Sheila to see movies twice a week.
170,./data/train/FCJS0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
171,./data/train/FCJS0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
172,./data/train/FCJS0/SI1607.WAV.wav,He travelled all over the world.
173,./data/train/FCJS0/SI2237.WAV.wav,Baseball's no cinch.
174,./data/train/FCJS0/SI977.WAV.wav,Next he addressed himself to our souls.
175,./data/train/FCJS0/SX167.WAV.wav,Employee layoffs coincided with the company's reorganization.
176,./data/train/FCJS0/SX257.WAV.wav,We are open every Monday evening.
177,./data/train/FCJS0/SX347.WAV.wav,The patient and the surgeon are both recuperating from the lengthy operation.
178,./data/train/FCJS0/SX437.WAV.wav,They used an aggressive policeman to flag thoughtless motorists.
179,./data/train/FCJS0/SX77.WAV.wav,Bagpipes and bongos are musical instruments.
180,./data/train/FCKE0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
181,./data/train/FCKE0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
182,./data/train/FCKE0/SI1111.WAV.wav,How do we define it?
183,./data/train/FCKE0/SI1741.WAV.wav,She always did before
184,./data/train/FCKE0/SI481.WAV.wav,This
185,./data/train/FCKE0/SX121.WAV.wav,Trespassing is forbidden and subject to penalty.
186,./data/train/FCKE0/SX211.WAV.wav,Only the best players enjoy popularity.
187,./data/train/FCKE0/SX301.WAV.wav,We like bleu cheese but Victor prefers swiss cheese.
188,./data/train/FCKE0/SX31.WAV.wav,A good attitude is unbeatable.
189,./data/train/FCKE0/SX391.WAV.wav,They all like long hot showers.
190,./data/train/FCLT0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
191,./data/train/FCLT0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
192,./data/train/FCLT0/SI1438.WAV.wav,These always contain metallic inclusions.
193,./data/train/FCLT0/SI2068.WAV.wav,We don't know this guy.
194,./data/train/FCLT0/SI808.WAV.wav,A site may also be attractive just through the beauty of its trees and shrubs.
195,./data/train/FCLT0/SX178.WAV.wav,She encouraged her children to make their own Halloween costumes.
196,./data/train/FCLT0/SX268.WAV.wav,The jaw operates by using antagonistic muscles.
197,./data/train/FCLT0/SX358.WAV.wav,George seldom watches daytime movies.
198,./data/train/FCLT0/SX448.WAV.wav,Spherical gifts are difficult to wrap.
199,./data/train/FCLT0/SX88.WAV.wav,Flying standby can be practical if you want to save money.
200,./data/train/FCMG0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
201,./data/train/FCMG0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
202,./data/train/FCMG0/SI1142.WAV.wav,Research into several cultures has proven her position to be a mistaken one.
203,./data/train/FCMG0/SI1242.WAV.wav,But it did print good verse and good fiction.
204,./data/train/FCMG0/SI1872.WAV.wav,He kissed her also
205,./data/train/FCMG0/SX162.WAV.wav,Her auburn hair reminded him of autumn leaves.
206,./data/train/FCMG0/SX252.WAV.wav,The gorgeous butterfly ate a lot of nectar.
207,./data/train/FCMG0/SX342.WAV.wav,Take charge of choosing her bride's maids' gowns.
208,./data/train/FCMG0/SX432.WAV.wav,Coffee is grown on steep
209,./data/train/FCMG0/SX72.WAV.wav,Spring Street is straight ahead.
210,./data/train/FCMM0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
211,./data/train/FCMM0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
212,./data/train/FCMM0/SI1083.WAV.wav,The system works as an impersonal mechanism.
213,./data/train/FCMM0/SI1957.WAV.wav,Clapping spurs to the bronc
214,./data/train/FCMM0/SI453.WAV.wav,Everything went real smooth
215,./data/train/FCMM0/SX183.WAV.wav,Why else would Danny allow others to go?
216,./data/train/FCMM0/SX273.WAV.wav,The angry boy answered but didn't look up.
217,./data/train/FCMM0/SX363.WAV.wav,The cow wandered from the farmland and became lost.
218,./data/train/FCMM0/SX420.WAV.wav,Seamstresses attach zippers with a thimble
219,./data/train/FCMM0/SX93.WAV.wav,Cut a small corner off each edge.
220,./data/train/FCRZ0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
221,./data/train/FCRZ0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
222,./data/train/FCRZ0/SI1913.WAV.wav,The gunman nodded
223,./data/train/FCRZ0/SI2053.WAV.wav,He sized up the situation and shook his head.
224,./data/train/FCRZ0/SI793.WAV.wav,A pool is no place for a shut trap.
225,./data/train/FCRZ0/SX163.WAV.wav,They remained lifelong friends and companions.
226,./data/train/FCRZ0/SX253.WAV.wav,By eating yogurt
227,./data/train/FCRZ0/SX343.WAV.wav,The frightened child was gently subdued by his big brother.
228,./data/train/FCRZ0/SX433.WAV.wav,The overweight charmer could slip poison into anyone's tea.
229,./data/train/FCRZ0/SX73.WAV.wav,Cliff's display was misplaced on the screen.
230,./data/train/FCYL0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
231,./data/train/FCYL0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
232,./data/train/FCYL0/SI1297.WAV.wav,At intervals an alumni directory is issued.
233,./data/train/FCYL0/SI1927.WAV.wav,You do that or take you out a permit right now.
234,./data/train/FCYL0/SI667.WAV.wav,Yes indeed
235,./data/train/FCYL0/SX127.WAV.wav,The emperor had a mean temper.
236,./data/train/FCYL0/SX217.WAV.wav,How permanent are their records?
237,./data/train/FCYL0/SX349.WAV.wav,The preschooler couldn't verbalize her feelings about the emergency conditions.
238,./data/train/FCYL0/SX37.WAV.wav,Critical equipment needs proper maintenance.
239,./data/train/FCYL0/SX397.WAV.wav,Tim takes Sheila to see movies twice a week.
240,./data/train/FDAS1/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
241,./data/train/FDAS1/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
242,./data/train/FDAS1/SI1461.WAV.wav,Measured performance characteristics for this experimental tube will be listed.
243,./data/train/FDAS1/SI2091.WAV.wav,No temptation
244,./data/train/FDAS1/SI831.WAV.wav,Selecting bunks by economic comparison is usually an individual problem.
245,./data/train/FDAS1/SX111.WAV.wav,His sudden departure shocked the cast.
246,./data/train/FDAS1/SX201.WAV.wav,Approach your interview with statuesque composure.
247,./data/train/FDAS1/SX21.WAV.wav,Alfalfa is healthy for you.
248,./data/train/FDAS1/SX291.WAV.wav,The avalanche triggered a minor earthquake.
249,./data/train/FDAS1/SX381.WAV.wav,We welcome many new students each year.
250,./data/train/FDAW0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
251,./data/train/FDAW0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
252,./data/train/FDAW0/SI1271.WAV.wav,This has been attributed to helium film flow in the vapor pressure thermometer.
253,./data/train/FDAW0/SI1406.WAV.wav,Receiving no answer
254,./data/train/FDAW0/SI2036.WAV.wav,As his feet slowed
255,./data/train/FDAW0/SX146.WAV.wav,Cyclical programs will never compile.
256,./data/train/FDAW0/SX236.WAV.wav,Clear pronunciation is appreciated.
257,./data/train/FDAW0/SX326.WAV.wav,Steve collects rare and novel coins.
258,./data/train/FDAW0/SX416.WAV.wav,A huge power outage rarely occurs.
259,./data/train/FDAW0/SX56.WAV.wav,Academic aptitude guarantees your diploma.
260,./data/train/FDFB0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
261,./data/train/FDFB0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
262,./data/train/FDFB0/SI1318.WAV.wav,To what extent such low density applies to micrometeorites is unknown.
263,./data/train/FDFB0/SI1948.WAV.wav,He moistened his lips uneasily.
264,./data/train/FDFB0/SI2010.WAV.wav,The cloudburst cut off abruptly.
265,./data/train/FDFB0/SX148.WAV.wav,Most precincts had a third of the votes counted.
266,./data/train/FDFB0/SX238.WAV.wav,A doctor was in the ambulance with the patient.
267,./data/train/FDFB0/SX328.WAV.wav,Gregory and Tom chose to watch cartoons in the afternoon.
268,./data/train/FDFB0/SX418.WAV.wav,Iris thinks the zoo has eleven Spanish zebras.
269,./data/train/FDFB0/SX58.WAV.wav,We experience distress and frustration obtaining our degrees.
270,./data/train/FDJH0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
271,./data/train/FDJH0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
272,./data/train/FDJH0/SI1565.WAV.wav,They often threw tidbits overboard.
273,./data/train/FDJH0/SI2195.WAV.wav,Virus infection nothing!
274,./data/train/FDJH0/SI935.WAV.wav,Crooked
275,./data/train/FDJH0/SX125.WAV.wav,Westchester is a county in New York.
276,./data/train/FDJH0/SX215.WAV.wav,The sermon emphasized the need for affirmative action.
277,./data/train/FDJH0/SX305.WAV.wav,Cottage cheese with chives is delicious.
278,./data/train/FDJH0/SX35.WAV.wav,Help celebrate your brother's success.
279,./data/train/FDJH0/SX395.WAV.wav,I took her word for it
280,./data/train/FDKN0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
281,./data/train/FDKN0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
282,./data/train/FDKN0/SI1081.WAV.wav,Our successors will have an easier task.
283,./data/train/FDKN0/SI1202.WAV.wav,His artistic accomplishments guaranteed him entry into any social gathering.
284,./data/train/FDKN0/SI1711.WAV.wav,They're going to louse me up good.
285,./data/train/FDKN0/SX181.WAV.wav,Rich looked for spotted hyenas and jaguars on the safari.
286,./data/train/FDKN0/SX271.WAV.wav,Be careful not to plow over the flower beds.
287,./data/train/FDKN0/SX361.WAV.wav,The speech symposium might begin Monday.
288,./data/train/FDKN0/SX451.WAV.wav,The thick elm forest was nearly overwhelmed by Dutch Elm Disease.
289,./data/train/FDKN0/SX91.WAV.wav,The misprint provoked an immediate disclaimer.
290,./data/train/FDML0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
291,./data/train/FDML0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
292,./data/train/FDML0/SI1149.WAV.wav,The response of reaction is dominated by a concern for what is vanishing.
293,./data/train/FDML0/SI1779.WAV.wav,They used pink
294,./data/train/FDML0/SI2075.WAV.wav,Now forget all this other.
295,./data/train/FDML0/SX159.WAV.wav,The government sought authorization of his citizenship.
296,./data/train/FDML0/SX249.WAV.wav,I ate every oyster on Nora's plate.
297,./data/train/FDML0/SX339.WAV.wav,Did Shawn catch that big goose without help?
298,./data/train/FDML0/SX429.WAV.wav,A toothpaste tube should be squeezed from the bottom.
299,./data/train/FDML0/SX69.WAV.wav,Eat your raisins outdoors on the porch steps.
300,./data/train/FDMY0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
301,./data/train/FDMY0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
302,./data/train/FDMY0/SI1197.WAV.wav,Transparent look
303,./data/train/FDMY0/SI567.WAV.wav,At the left is a pair of dressy straw pumps in a light
304,./data/train/FDMY0/SI714.WAV.wav,Other interpretations present the music as an essentially intimate creation.
305,./data/train/FDMY0/SX117.WAV.wav,The mango and the papaya are in a bowl.
306,./data/train/FDMY0/SX207.WAV.wav,Do you hear the sleigh bells ringing?
307,./data/train/FDMY0/SX27.WAV.wav,Did dad do academic bidding?
308,./data/train/FDMY0/SX297.WAV.wav,Rock-and-roll music has a great rhythm.
309,./data/train/FDMY0/SX387.WAV.wav,The giant redwoods shimmered in the glistening sun.
310,./data/train/FDNC0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
311,./data/train/FDNC0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
312,./data/train/FDNC0/SI1278.WAV.wav,Solid concrete blocks
313,./data/train/FDNC0/SI1908.WAV.wav,After another long pause he asked
314,./data/train/FDNC0/SI2287.WAV.wav,Of course
315,./data/train/FDNC0/SX108.WAV.wav,His scalp was blistered from today's hot sun.
316,./data/train/FDNC0/SX18.WAV.wav,Alimony harms a divorced man's wealth.
317,./data/train/FDNC0/SX198.WAV.wav,Norwegian sweaters are made of lamb's wool.
318,./data/train/FDNC0/SX288.WAV.wav,Brush fires are common in the dry underbrush of Nevada.
319,./data/train/FDNC0/SX378.WAV.wav,I just saw Jim near the new archeological museum.
320,./data/train/FDTD0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
321,./data/train/FDTD0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
322,./data/train/FDTD0/SI1561.WAV.wav,The surgeon carried a cage of live pigeons.
323,./data/train/FDTD0/SI2191.WAV.wav,She didn't even give me a chance to refuse.
324,./data/train/FDTD0/SI931.WAV.wav,Often she fails to gain sexual satisfaction.
325,./data/train/FDTD0/SX121.WAV.wav,Trespassing is forbidden and subject to penalty.
326,./data/train/FDTD0/SX211.WAV.wav,Only the best players enjoy popularity.
327,./data/train/FDTD0/SX301.WAV.wav,We like bleu cheese but Victor prefers swiss cheese.
328,./data/train/FDTD0/SX321.WAV.wav,The groundhog clearly saw his shadow
329,./data/train/FDTD0/SX391.WAV.wav,They all like long hot showers.
330,./data/train/FDXW0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
331,./data/train/FDXW0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
332,./data/train/FDXW0/SI1511.WAV.wav,Fiddles screeched; a piano tinkled.
333,./data/train/FDXW0/SI2141.WAV.wav,It was nobody's fault.
334,./data/train/FDXW0/SI881.WAV.wav,Before that we lumber dealers were working almost single-handed on the problem.
335,./data/train/FDXW0/SX161.WAV.wav,As a precaution
336,./data/train/FDXW0/SX251.WAV.wav,We apply auditory modeling to computer speech recognition.
337,./data/train/FDXW0/SX341.WAV.wav,The high security prison was surrounded by barbed wire.
338,./data/train/FDXW0/SX431.WAV.wav,The fifth jar contains big
339,./data/train/FDXW0/SX71.WAV.wav,Porcupines resemble sea urchins.
340,./data/train/FEAC0/SA1.WAV.wav,She had your dark suit in greasy wash water all year.
341,./data/train/FEAC0/SA2.WAV.wav,Don't ask me to carry an oily rag like that.
342,./data/train/FEAC0/SI1245.WAV.wav,Object -- a village crossroads.
343,./data/train/FEAC0/SI1875.WAV.wav,They were tethered
344,./data/train/FEAC0/SI615.WAV.wav,Her debut over
345,./data/train/FEAC0/SX165.WAV.wav,The easygoing zoologist relaxed throughout the voyage.
346,./data/train/FEAC0/SX255.WAV.wav,My ideal morning begins with hot coffee.
